Year,Region ID,Facility,Product Category,Food Category,Food Name,Food details,method,Organism,Number of Samples,Number of Positives,Agency,Survey,Source URL,detail information
2009,,,,Other or unknown type of meat,その他の加工用食肉等**3,,,Campylobacter spp.,24,5,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2009,,,,Other or unknown type of meat,その他の加工用食肉等**3,,,Salmonella spp.,24,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2009,,,,Other or unknown type of meat,その他の食肉加工品、5,,,Salmonella spp.,11,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2009,,,,Other or unknown type of meat,ミンチ肉(牛豚混合),,,Salmonella spp.,113,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,ミンチ肉(牛),,,Salmonella spp.,114,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Pork,ミンチ肉(豚),,,Salmonella spp.,165,5,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Chicken,ミンチ肉(鶏),,,Campylobacter spp.,216,65,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Chicken,ミンチ肉(鶏),,,Salmonella spp.,216,105,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,牛レバー(加熱加工用),,,Campylobacter spp.,207,22,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,牛レバー(加熱加工用),,,Salmonella spp.,207,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,牛レバー(加熱加工用),,,Escherichia coli O157,207,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,牛レバー(生食用),,,Campylobacter spp.,17,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Beef,牛結着肉,,,Salmonella spp.,197,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Other or unknown type of meat,馬刺,,,Campylobacter spp.,81,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Chicken,鶏たたき,,,Campylobacter spp.,45,5,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Chicken,鶏たたき,,,Salmonella spp.,45,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2009,,,,Chicken,鶏刺し,,,Campylobacter spp.,30,8,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2009,,,,Chicken,鶏刺し,,,Salmonella spp.,30,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Vegetable or fruit and their products,カット野菜,,,Salmonella spp.,152,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Other or unknown type of meat,その他の加工用食肉等*3,,,Salmonella spp.,30,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Other or unknown type of meat,その他の生食用食肉*4,,,Campylobacter spp.,17,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Other or unknown type of meat,その他の食肉加工品*5,,,Campylobacter spp.,36,8,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Other or unknown type of meat,その他の食肉加工品*5,,,Salmonella spp.,36,6,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Other or unknown type of meat,Other or unknown type of meat,,,Escherichia coli O157,59,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Other or unknown type of meat,ミンチ肉(牛豚混合),,,Salmonella spp.,121,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Other or unknown type of meat,ミンチ肉(牛豚混合),,,Escherichia coli O26,121,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,ミンチ肉(牛),,,Escherichia coli O26,115,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Pork,ミンチ肉(豚),,,Salmonella spp.,174,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Chicken,ミンチ肉(鶏),,,Campylobacter spp.,198,71,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Chicken,ミンチ肉(鶏),,,Salmonella spp.,198,106,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,ローストビーフ,,,Salmonella spp.,94,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,牛たたき,,,Salmonella spp.,90,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,牛レバー(加熱加工用),,,Campylobacter spp.,209,22,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,牛レバー(加熱加工用),,,Salmonella spp.,209,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,牛レバー(加熱加工用),,,Escherichia coli O157,209,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Beef,牛レバー(生食用),,,Campylobacter spp.,21,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Chicken,鶏たたき,,,Campylobacter spp.,48,8,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Chicken,鶏たたき,,,Salmonella spp.,48,6,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2010,,,,Chicken,鶏内臓肉,,,Campylobacter spp.,14,4,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Chicken,鶏内臓肉,,,Salmonella spp.,14,9,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Chicken,鶏刺し,,,Campylobacter spp.,10,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2010,,,,Chicken,鶏刺し,,,Salmonella spp.,10,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2011,,,,Vegetable or fruit and their products,みつば,,,Salmonella spp.,58,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Other or unknown type of meat,その他の加工用食肉等*3,,,Campylobacter spp.,101,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2011,,,,Other or unknown type of meat,その他の加工用食肉等*3,,,Salmonella spp.,101,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2011,,,,Beef,Beef,,,Salmonella spp.,103,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Beef,Beef,,,Salmonella spp.,102,3,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Pork,Pork,,,Salmonella spp.,144,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Chicken,Chicken,,,Campylobacter spp.,159,60,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Chicken,Chicken,,,Salmonella spp.,159,88,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Beef,Beef,,,Campylobacter spp.,225,34,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Beef,Beef,,,Salmonella spp.,225,2,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Chicken,Chicken,,,Campylobacter spp.,33,4,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Chicken,Chicken,,,Salmonella spp.,33,1,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2011,,,,Chicken,Chicken,,,Campylobacter spp.,34,11,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2011,,,,Chicken,Chicken,,,Salmonella spp.,34,17,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 実施自治体*1選定品目; "
2012,,,,"Other, mixed, uncategorised or unknown type of food",漬物,,,Salmonella spp.,314,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2012,,,,"Other, mixed, uncategorised or unknown type of food",漬物,,,Escherichia coli O111,314,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2012,,,,"Other, mixed, uncategorised or unknown type of food",漬物,,,Escherichia coli O157,314,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2012,,,,"Other, mixed, uncategorised or unknown type of food",漬物,,,Escherichia coli O26,314,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
2012,,,,Vegetable or fruit and their products,その他*1の生食用野菜,,,Salmonella spp.,115,0,"Ministry of Health, Labour and Welfare",食品中の食中毒菌汚染実態調査,https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/shokuhin/syokuchu/01.html,"value: 検体数, 陽性数; 品目カテゴリ: 厚生労働省指定品目; "
